-562.00,0.08,
-548.00,0.00,
-534.00,0.00,
-520.00,0.00,
-506.00,0.00,
-492.00,0.00,
-478.00,0.00,
-464.00,0.00,
-450.00,0.00,
-436.00,0.25,
-422.00,0.00,
-408.00,0.00,
-394.00,0.00,
-380.00,0.00,
-366.00,0.00,
-352.00,0.00,
-338.00,0.00,
-324.00,0.00,
-310.00,0.00,
-296.00,0.00,
-282.00,4.64,
-268.00,0.00,
-254.00,0.00,
-240.00,0.00,
-226.00,0.00,
-212.00,0.00,
-198.00,0.00,
-184.00,0.00,
-170.00,0.00,
-156.00,0.00,
-142.00,13.42,
-128.00,0.00,
-114.00,0.00,
-100.00,0.00,
-86.00,0.00,
-72.00,0.00,
-58.00,0.00,
-44.00,0.00,
-30.00,0.00,
-16.00,0.00,
-2.00,35.54,
12.00,0.00,
26.00,0.00,
40.00,0.00,
54.00,0.00,
68.00,0.00,
82.00,0.00,
96.00,0.00,
110.00,0.00,
124.00,0.00,
138.00,0.00,
152.00,34.71,
166.00,0.00,
180.00,0.00,
194.00,0.00,
208.00,0.00,
222.00,0.00,
236.00,0.00,
250.00,0.00,
264.00,0.00,
278.00,0.00,
292.00,10.19,
306.00,0.00,
320.00,0.00,
334.00,0.00,
348.00,0.00,
362.00,0.00,
376.00,0.00,
390.00,0.00,
404.00,0.00,
418.00,0.00,
432.00,0.00,
446.00,1.08,
460.00,0.00,
474.00,0.00,
488.00,0.00,
502.00,0.00,
516.00,0.00,
530.00,0.00,
544.00,0.00,
558.00,0.00,
572.00,0.00,
586.00,0.00,
600.00,0.00,
614.00,0.00,
628.00,0.00,
642.00,0.00,
656.00,0.00,
670.00,0.00,
684.00,0.00,
698.00,0.00,
712.00,0.00,
726.00,0.00,
740.00,0.00,
754.00,0.00,
768.00,0.00,
782.00,0.00,
796.00,0.00,
810.00,0.00,
824.00,0.00,
838.00,0.00,
852.00,0.00,
866.00,0.00,
880.00,0.00,
894.00,0.00,
908.00,0.00,
922.00,0.00,
936.00,0.00,
950.00,0.00,
964.00,0.00,
978.00,0.00,
992.00,0.00,
1006.00,0.00,
1020.00,0.00,
1034.00,0.00,
1048.00,0.00,
1062.00,0.00,
1076.00,0.00,
1090.00,0.00,
1104.00,0.00,
1118.00,0.00,
1132.00,0.00,
1146.00,0.00,
1160.00,0.00,
1174.00,0.00,
1188.00,0.00,
1202.00,0.00,
1216.00,0.00,
1230.00,0.00,
1244.00,0.00,
1258.00,0.00,
1272.00,0.00,
1286.00,0.00,
1300.00,0.00,
1314.00,0.00,
1328.00,0.00,
1342.00,0.00,
1356.00,0.00,
1370.00,0.00,
1384.00,0.00,
1398.00,0.00,
1412.00,0.00,
1426.00,0.00,
1440.00,0.00,
1454.00,0.00,
1468.00,0.00,
1482.00,0.00,
1496.00,0.00,
1510.00,0.00,
1524.00,0.00,
1538.00,0.00,
1552.00,0.00,
1566.00,0.00,
1580.00,0.00,
1594.00,0.00,
1608.00,0.00,
1622.00,0.00,
1636.00,0.00,
1650.00,0.00,
1664.00,0.00,
1678.00,0.00,
1692.00,0.00,
1706.00,0.00,
1720.00,0.00,
1734.00,0.00,
1748.00,0.00,
1762.00,0.00,
1776.00,0.00,
1790.00,0.00,
1804.00,0.00,
1818.00,0.00,
1832.00,0.00,
1846.00,0.00,
1860.00,0.00,
1874.00,0.00,
1888.00,0.00,
1902.00,0.00,
1916.00,0.00,
1930.00,0.00,
1944.00,0.00,
1958.00,0.00,
1972.00,0.00,
1986.00,0.00,
2000.00,0.00,
2014.00,0.00,
2028.00,0.00,
2042.00,0.00,
2056.00,0.00,
2070.00,0.00,
2084.00,0.00,
2098.00,0.08,
2112.00,0.00,
2126.00,0.00,
2140.00,0.00,
2154.00,0.00,
2168.00,0.00,
2182.00,0.00,
2196.00,0.00,
2210.00,0.00,
2224.00,0.00,
